role_noun,role_noun_gender,role_noun_original_gender,role_noun_is_substituted,role_noun_set,sentence,sentence_format
police officer,neutral,neutral,False,"['police officer', 'policeman', 'policewoman']",I once had ambitions to be a police officer.,I once had ambitions to be a [ROLE NOUN].
policeman,masculine,neutral,True,"['police officer', 'policeman', 'policewoman']",I once had ambitions to be a policeman.,I once had ambitions to be a [ROLE NOUN].
policewoman,feminine,neutral,True,"['police officer', 'policeman', 'policewoman']",I once had ambitions to be a policewoman.,I once had ambitions to be a [ROLE NOUN].
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","I’d hunted down and arrested murderers, rapists, burglars and drug dealers as a police officer.","I’d hunted down and arrested murderers, rapists, burglars and drug dealers as a [ROLE NOUN]."
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","I’d hunted down and arrested murderers, rapists, burglars and drug dealers as a policeman.","I’d hunted down and arrested murderers, rapists, burglars and drug dealers as a [ROLE NOUN]."
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","I’d hunted down and arrested murderers, rapists, burglars and drug dealers as a policewoman.","I’d hunted down and arrested murderers, rapists, burglars and drug dealers as a [ROLE NOUN]."
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","During my five years of active duty, I worked as a military police officer.","During my five years of active duty, I worked as a military [ROLE NOUN]."
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","During my five years of active duty, I worked as a military policeman.","During my five years of active duty, I worked as a military [ROLE NOUN]."
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","During my five years of active duty, I worked as a military policewoman.","During my five years of active duty, I worked as a military [ROLE NOUN]."
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","Before I went to school, I worked as an auto mechanic, campus police officer, factory helot, day laborer and cab driver for a former motorcycle gang (don’t ask).","Before I went to school, I worked as an auto mechanic, campus [ROLE NOUN], factory helot, day laborer and cab driver for a former motorcycle gang (don’t ask)."
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","Before I went to school, I worked as an auto mechanic, campus policeman, factory helot, day laborer and cab driver for a former motorcycle gang (don’t ask).","Before I went to school, I worked as an auto mechanic, campus [ROLE NOUN], factory helot, day laborer and cab driver for a former motorcycle gang (don’t ask)."
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","Before I went to school, I worked as an auto mechanic, campus policewoman, factory helot, day laborer and cab driver for a former motorcycle gang (don’t ask).","Before I went to school, I worked as an auto mechanic, campus [ROLE NOUN], factory helot, day laborer and cab driver for a former motorcycle gang (don’t ask)."
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","When I was four, I was set on becoming a police officer, but that never panned out.","When I was four, I was set on becoming a [ROLE NOUN], but that never panned out."
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","When I was four, I was set on becoming a policeman, but that never panned out.","When I was four, I was set on becoming a [ROLE NOUN], but that never panned out."
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","When I was four, I was set on becoming a policewoman, but that never panned out.","When I was four, I was set on becoming a [ROLE NOUN], but that never panned out."
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']",I also believe that by working as a police officer I also got a more humble picture of my fellow human beings.,I also believe that by working as a [ROLE NOUN] I also got a more humble picture of my fellow human beings.
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']",I also believe that by working as a policeman I also got a more humble picture of my fellow human beings.,I also believe that by working as a [ROLE NOUN] I also got a more humble picture of my fellow human beings.
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']",I also believe that by working as a policewoman I also got a more humble picture of my fellow human beings.,I also believe that by working as a [ROLE NOUN] I also got a more humble picture of my fellow human beings.
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","Finally, I am not trying to write a formal academic treatise free of bias – I’m a police officer, writing about police related mental health incidents from that perspective and there are reasons for that.","Finally, I am not trying to write a formal academic treatise free of bias – I’m a [ROLE NOUN], writing about police related mental health incidents from that perspective and there are reasons for that."
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","Finally, I am not trying to write a formal academic treatise free of bias – I’m a policeman, writing about police related mental health incidents from that perspective and there are reasons for that.","Finally, I am not trying to write a formal academic treatise free of bias – I’m a [ROLE NOUN], writing about police related mental health incidents from that perspective and there are reasons for that."
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","Finally, I am not trying to write a formal academic treatise free of bias – I’m a policewoman, writing about police related mental health incidents from that perspective and there are reasons for that.","Finally, I am not trying to write a formal academic treatise free of bias – I’m a [ROLE NOUN], writing about police related mental health incidents from that perspective and there are reasons for that."
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired police officer amounts to fraud!","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired [ROLE NOUN] amounts to fraud!"
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired policeman amounts to fraud!","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired [ROLE NOUN] amounts to fraud!"
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired policewoman amounts to fraud!","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired [ROLE NOUN] amounts to fraud!"
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired police officer amounts to fraud!","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired [ROLE NOUN] amounts to fraud!"
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired policeman amounts to fraud!","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired [ROLE NOUN] amounts to fraud!"
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired policewoman amounts to fraud!","Far too much rubbish described as 'Fine' or 'Very Fine' is offered for sale these days, and I refuse to be part of such a practise, which to me as a retired [ROLE NOUN] amounts to fraud!"
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']",I was rubbish at being a police officer and got thrown out after 2 years.,I was rubbish at being a [ROLE NOUN] and got thrown out after 2 years.
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']",I was rubbish at being a policeman and got thrown out after 2 years.,I was rubbish at being a [ROLE NOUN] and got thrown out after 2 years.
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']",I was rubbish at being a policewoman and got thrown out after 2 years.,I was rubbish at being a [ROLE NOUN] and got thrown out after 2 years.
police officer,neutral,masculine,True,"['police officer', 'policeman', 'policewoman']","At that point, I’d already been a police officer for over ten years.","At that point, I’d already been a [ROLE NOUN] for over ten years."
policeman,masculine,masculine,False,"['police officer', 'policeman', 'policewoman']","At that point, I’d already been a policeman for over ten years.","At that point, I’d already been a [ROLE NOUN] for over ten years."
policewoman,feminine,masculine,True,"['police officer', 'policeman', 'policewoman']","At that point, I’d already been a policewoman for over ten years.","At that point, I’d already been a [ROLE NOUN] for over ten years."
police officer,neutral,feminine,True,"['police officer', 'policeman', 'policewoman']","I have been a nurse, a police officer, a teacher and then for the last twenty five years, an educational psychologist.","I have been a nurse, a [ROLE NOUN], a teacher and then for the last twenty five years, an educational psychologist."
policeman,masculine,feminine,True,"['police officer', 'policeman', 'policewoman']","I have been a nurse, a policeman, a teacher and then for the last twenty five years, an educational psychologist.","I have been a nurse, a [ROLE NOUN], a teacher and then for the last twenty five years, an educational psychologist."
policewoman,feminine,feminine,False,"['police officer', 'policeman', 'policewoman']","I have been a nurse, a policewoman, a teacher and then for the last twenty five years, an educational psychologist.","I have been a nurse, a [ROLE NOUN], a teacher and then for the last twenty five years, an educational psychologist."
police officer,neutral,feminine,True,"['police officer', 'policeman', 'policewoman']","As a child I had many ambitions, I wanted to be a teacher, a police officer and a beautician!","As a child I had many ambitions, I wanted to be a teacher, a [ROLE NOUN] and a beautician!"
policeman,masculine,feminine,True,"['police officer', 'policeman', 'policewoman']","As a child I had many ambitions, I wanted to be a teacher, a policeman and a beautician!","As a child I had many ambitions, I wanted to be a teacher, a [ROLE NOUN] and a beautician!"
policewoman,feminine,feminine,False,"['police officer', 'policeman', 'policewoman']","As a child I had many ambitions, I wanted to be a teacher, a policewoman and a beautician!","As a child I had many ambitions, I wanted to be a teacher, a [ROLE NOUN] and a beautician!"
police officer,neutral,feminine,True,"['police officer', 'policeman', 'policewoman']","But also its dark sides are constant companions, which I experience again and again as a passionate kitesurfer, in my profession as a police officer and in everyday life.","But also its dark sides are constant companions, which I experience again and again as a passionate kitesurfer, in my profession as a [ROLE NOUN] and in everyday life."
policeman,masculine,feminine,True,"['police officer', 'policeman', 'policewoman']","But also its dark sides are constant companions, which I experience again and again as a passionate kitesurfer, in my profession as a policeman and in everyday life.","But also its dark sides are constant companions, which I experience again and again as a passionate kitesurfer, in my profession as a [ROLE NOUN] and in everyday life."
policewoman,feminine,feminine,False,"['police officer', 'policeman', 'policewoman']","But also its dark sides are constant companions, which I experience again and again as a passionate kitesurfer, in my profession as a policewoman and in everyday life.","But also its dark sides are constant companions, which I experience again and again as a passionate kitesurfer, in my profession as a [ROLE NOUN] and in everyday life."
police officer,neutral,feminine,True,"['police officer', 'policeman', 'policewoman']",My background is in direct sales but I started my working life as a police officer!,My background is in direct sales but I started my working life as a [ROLE NOUN]!
policeman,masculine,feminine,True,"['police officer', 'policeman', 'policewoman']",My background is in direct sales but I started my working life as a policeman!,My background is in direct sales but I started my working life as a [ROLE NOUN]!
policewoman,feminine,feminine,False,"['police officer', 'policeman', 'policewoman']",My background is in direct sales but I started my working life as a policewoman!,My background is in direct sales but I started my working life as a [ROLE NOUN]!
police officer,neutral,feminine,True,"['police officer', 'policeman', 'policewoman']",When I was a teenager I wanted to become a police officer or a forester.,When I was a teenager I wanted to become a [ROLE NOUN] or a forester.
policeman,masculine,feminine,True,"['police officer', 'policeman', 'policewoman']",When I was a teenager I wanted to become a policeman or a forester.,When I was a teenager I wanted to become a [ROLE NOUN] or a forester.
policewoman,feminine,feminine,False,"['police officer', 'policeman', 'policewoman']",When I was a teenager I wanted to become a policewoman or a forester.,When I was a teenager I wanted to become a [ROLE NOUN] or a forester.
police officer,neutral,feminine,True,"['police officer', 'policeman', 'policewoman']","I’ve always been a believer in thinking that I can do anything that I set my mind to, which has had me pondering on being a police officer, a lawyer, a social worker and a teacher, just to name a few professions that have crossed my mind over the years.","I’ve always been a believer in thinking that I can do anything that I set my mind to, which has had me pondering on being a [ROLE NOUN], a lawyer, a social worker and a teacher, just to name a few professions that have crossed my mind over the years."
policeman,masculine,feminine,True,"['police officer', 'policeman', 'policewoman']","I’ve always been a believer in thinking that I can do anything that I set my mind to, which has had me pondering on being a policeman, a lawyer, a social worker and a teacher, just to name a few professions that have crossed my mind over the years.","I’ve always been a believer in thinking that I can do anything that I set my mind to, which has had me pondering on being a [ROLE NOUN], a lawyer, a social worker and a teacher, just to name a few professions that have crossed my mind over the years."
policewoman,feminine,feminine,False,"['police officer', 'policeman', 'policewoman']","I’ve always been a believer in thinking that I can do anything that I set my mind to, which has had me pondering on being a policewoman, a lawyer, a social worker and a teacher, just to name a few professions that have crossed my mind over the years.","I’ve always been a believer in thinking that I can do anything that I set my mind to, which has had me pondering on being a [ROLE NOUN], a lawyer, a social worker and a teacher, just to name a few professions that have crossed my mind over the years."
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']","Growing up I always imagined being a TV meteorologist, however sometimes life throws you a curve ball.","Growing up I always imagined being a TV [ROLE NOUN], however sometimes life throws you a curve ball."
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","Growing up I always imagined being a TV weatherman, however sometimes life throws you a curve ball.","Growing up I always imagined being a TV [ROLE NOUN], however sometimes life throws you a curve ball."
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","Growing up I always imagined being a TV weatherwoman, however sometimes life throws you a curve ball.","Growing up I always imagined being a TV [ROLE NOUN], however sometimes life throws you a curve ball."
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']",My first job out of college was as a meteorologist at a weather modification company.,My first job out of college was as a [ROLE NOUN] at a weather modification company.
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",My first job out of college was as a weatherman at a weather modification company.,My first job out of college was as a [ROLE NOUN] at a weather modification company.
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",My first job out of college was as a weatherwoman at a weather modification company.,My first job out of college was as a [ROLE NOUN] at a weather modification company.
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']","Formerly a broadcast meteorologist, I left what I once considered a dream job to pursue happiness and it has been the greatest decision I’ve ever made!","Formerly a broadcast [ROLE NOUN], I left what I once considered a dream job to pursue happiness and it has been the greatest decision I’ve ever made!"
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","Formerly a broadcast weatherman, I left what I once considered a dream job to pursue happiness and it has been the greatest decision I’ve ever made!","Formerly a broadcast [ROLE NOUN], I left what I once considered a dream job to pursue happiness and it has been the greatest decision I’ve ever made!"
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","Formerly a broadcast weatherwoman, I left what I once considered a dream job to pursue happiness and it has been the greatest decision I’ve ever made!","Formerly a broadcast [ROLE NOUN], I left what I once considered a dream job to pursue happiness and it has been the greatest decision I’ve ever made!"
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']","I worked as a meteorologist, forecasting the weather both at home as well as in wild, remote places overseas.","I worked as a [ROLE NOUN], forecasting the weather both at home as well as in wild, remote places overseas."
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","I worked as a weatherman, forecasting the weather both at home as well as in wild, remote places overseas.","I worked as a [ROLE NOUN], forecasting the weather both at home as well as in wild, remote places overseas."
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","I worked as a weatherwoman, forecasting the weather both at home as well as in wild, remote places overseas.","I worked as a [ROLE NOUN], forecasting the weather both at home as well as in wild, remote places overseas."
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']",I’m a meteorologist for a television station.,I’m a [ROLE NOUN] for a television station.
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",I’m a weatherman for a television station.,I’m a [ROLE NOUN] for a television station.
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",I’m a weatherwoman for a television station.,I’m a [ROLE NOUN] for a television station.
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']","As a meteorologist and storm chaser, I continued to develop a love for the landscape and the scenes nature has to offer.","As a [ROLE NOUN] and storm chaser, I continued to develop a love for the landscape and the scenes nature has to offer."
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","As a weatherman and storm chaser, I continued to develop a love for the landscape and the scenes nature has to offer.","As a [ROLE NOUN] and storm chaser, I continued to develop a love for the landscape and the scenes nature has to offer."
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","As a weatherwoman and storm chaser, I continued to develop a love for the landscape and the scenes nature has to offer.","As a [ROLE NOUN] and storm chaser, I continued to develop a love for the landscape and the scenes nature has to offer."
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']",I am a cosmic meteorologist - I read predictions fully aware that they are only probabilities.,I am a cosmic [ROLE NOUN] - I read predictions fully aware that they are only probabilities.
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",I am a cosmic weatherman - I read predictions fully aware that they are only probabilities.,I am a cosmic [ROLE NOUN] - I read predictions fully aware that they are only probabilities.
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",I am a cosmic weatherwoman - I read predictions fully aware that they are only probabilities.,I am a cosmic [ROLE NOUN] - I read predictions fully aware that they are only probabilities.
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']","As a career broadcast meteorologist I bring unique, relatable experience to my clients from forecasting every type of extreme weather to life-seasoned communications skills.","As a career broadcast [ROLE NOUN] I bring unique, relatable experience to my clients from forecasting every type of extreme weather to life-seasoned communications skills."
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","As a career broadcast weatherman I bring unique, relatable experience to my clients from forecasting every type of extreme weather to life-seasoned communications skills.","As a career broadcast [ROLE NOUN] I bring unique, relatable experience to my clients from forecasting every type of extreme weather to life-seasoned communications skills."
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","As a career broadcast weatherwoman I bring unique, relatable experience to my clients from forecasting every type of extreme weather to life-seasoned communications skills.","As a career broadcast [ROLE NOUN] I bring unique, relatable experience to my clients from forecasting every type of extreme weather to life-seasoned communications skills."
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']",I’m a trained meteorologist with 7 years of experience working on television on the local level and on the national level.,I’m a trained [ROLE NOUN] with 7 years of experience working on television on the local level and on the national level.
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",I’m a trained weatherman with 7 years of experience working on television on the local level and on the national level.,I’m a trained [ROLE NOUN] with 7 years of experience working on television on the local level and on the national level.
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']",I’m a trained weatherwoman with 7 years of experience working on television on the local level and on the national level.,I’m a trained [ROLE NOUN] with 7 years of experience working on television on the local level and on the national level.
meteorologist,neutral,neutral,False,"['meteorologist', 'weatherman', 'weatherwoman']","Before I became a piano teacher, I was a television meteorologist.","Before I became a piano teacher, I was a television [ROLE NOUN]."
weatherman,masculine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","Before I became a piano teacher, I was a television weatherman.","Before I became a piano teacher, I was a television [ROLE NOUN]."
weatherwoman,feminine,neutral,True,"['meteorologist', 'weatherman', 'weatherwoman']","Before I became a piano teacher, I was a television weatherwoman.","Before I became a piano teacher, I was a television [ROLE NOUN]."
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","There are many similar pictures — I personally made a lot of them in the mountains — but with clear blue sky, or with natural clouds (I also worked for many years as a meteorologist at high mountain weather station, and am very familiar with the weather phenomenon).","There are many similar pictures — I personally made a lot of them in the mountains — but with clear blue sky, or with natural clouds (I also worked for many years as a [ROLE NOUN] at high mountain weather station, and am very familiar with the weather phenomenon)."
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']","There are many similar pictures — I personally made a lot of them in the mountains — but with clear blue sky, or with natural clouds (I also worked for many years as a weatherman at high mountain weather station, and am very familiar with the weather phenomenon).","There are many similar pictures — I personally made a lot of them in the mountains — but with clear blue sky, or with natural clouds (I also worked for many years as a [ROLE NOUN] at high mountain weather station, and am very familiar with the weather phenomenon)."
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","There are many similar pictures — I personally made a lot of them in the mountains — but with clear blue sky, or with natural clouds (I also worked for many years as a weatherwoman at high mountain weather station, and am very familiar with the weather phenomenon).","There are many similar pictures — I personally made a lot of them in the mountains — but with clear blue sky, or with natural clouds (I also worked for many years as a [ROLE NOUN] at high mountain weather station, and am very familiar with the weather phenomenon)."
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']",I am not your average meteorologist.,I am not your average [ROLE NOUN].
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']",I am not your average weatherman.,I am not your average [ROLE NOUN].
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']",I am not your average weatherwoman.,I am not your average [ROLE NOUN].
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","For more than 20 years, I have been blessed to be your meteorologist.","For more than 20 years, I have been blessed to be your [ROLE NOUN]."
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']","For more than 20 years, I have been blessed to be your weatherman.","For more than 20 years, I have been blessed to be your [ROLE NOUN]."
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","For more than 20 years, I have been blessed to be your weatherwoman.","For more than 20 years, I have been blessed to be your [ROLE NOUN]."
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast meteorologist.","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast [ROLE NOUN]."
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast weatherman.","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast [ROLE NOUN]."
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast weatherwoman.","From the very first time I crawled under my bed to hide from a thunderstorm, I knew exactly what I wanted to be - a broadcast [ROLE NOUN]."
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']",Actually once I almost became a meteorologist in one of the polish TV stations.,Actually once I almost became a [ROLE NOUN] in one of the polish TV stations.
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']",Actually once I almost became a weatherman in one of the polish TV stations.,Actually once I almost became a [ROLE NOUN] in one of the polish TV stations.
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']",Actually once I almost became a weatherwoman in one of the polish TV stations.,Actually once I almost became a [ROLE NOUN] in one of the polish TV stations.
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a meteorologist…something I had always wanted to be.","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a [ROLE NOUN]…something I had always wanted to be."
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a weatherman…something I had always wanted to be.","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a [ROLE NOUN]…something I had always wanted to be."
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a weatherwoman…something I had always wanted to be.","Now TV wasn’t ever a field I thought I would be a part of, but here was my chance to be a [ROLE NOUN]…something I had always wanted to be."
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']",My very first goal was to be a meteorologist on a local news station.,My very first goal was to be a [ROLE NOUN] on a local news station.
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']",My very first goal was to be a weatherman on a local news station.,My very first goal was to be a [ROLE NOUN] on a local news station.
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']",My very first goal was to be a weatherwoman on a local news station.,My very first goal was to be a [ROLE NOUN] on a local news station.
meteorologist,neutral,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","For more than 20 years, I have been blessed to be your meteorologist.","For more than 20 years, I have been blessed to be your [ROLE NOUN]."
weatherman,masculine,masculine,False,"['meteorologist', 'weatherman', 'weatherwoman']","For more than 20 years, I have been blessed to be your weatherman.","For more than 20 years, I have been blessed to be your [ROLE NOUN]."
weatherwoman,feminine,masculine,True,"['meteorologist', 'weatherman', 'weatherwoman']","For more than 20 years, I have been blessed to be your weatherwoman.","For more than 20 years, I have been blessed to be your [ROLE NOUN]."
